temperature,power_usage,battery_level,vibration,health_score
24.32355647020022,743.7501485972901,95.16954458202034,0.01779843738959061,98.59461705920873
24.553198526802603,744.1792788813729,95.19042273155455,0.017530551793933622,98.52762742219609
24.58607515563806,745.2470117497377,95.16230747185327,0.01859314436505593,98.55264315932914
24.21208877896577,744.2737320520982,95.15064135741753,0.018888516855609775,98.48015463874424
24.11626582462708,745.7266710934271,95.25113082052735,0.01912040403703491,98.44654088262416
24.047603105713254,748.2334018178584,95.24862249198293,0.017099488433098924,98.41128683933663
24.331905475478635,745.3529744436072,95.12268713515226,0.017605147260669526,98.3905801945307
24.263830641098977,747.0381981275685,95.04157387518241,0.018175700334059214,98.43400786676604
24.720840403156224,748.19906502847,95.13780422532727,0.018146861197635485,98.37812612834576
24.714199298855117,749.5813918557584,95.26258862276084,0.018641090917328434,98.3544621912121
24.909571657479233,748.5909506567143,95.22282633732719,0.018138102165009187,98.30488317511093
25.132731695477585,753.9747732123741,95.11028821371399,0.017320192223003166,98.3187141946346
25.130722156845223,751.6241247947414,95.17450679089937,0.01703993482018904,98.27520629306795
24.899962822749853,751.3211711406261,95.06008984119052,0.016455701364473857,98.24898060410386
25.252503710725623,750.712606536951,95.02319048934015,0.01732230354392146,98.19057280891442
25.328327269940026,748.5728887434474,95.01929408640099,0.016455189282614878,98.12903274212543
25.14868678877855,752.0739230945511,95.04897199058182,0.01665005637795404,98.0746499242417
25.292867059364287,750.032143864728,94.90707461812244,0.015122624600995347,98.05563753130218
25.780784197980847,750.5218878966989,94.69746763190044,0.01592035457967732,98.11746731295631
25.69948520430658,749.5822820694133,94.4842808344467,0.014514675211038705,98.16215984957192
25.960624568742038,749.4572342754551,94.36960967366767,0.014458107590769254,98.17776891709096
25.810399230044105,752.7192105617152,94.32393291345545,0.014365649735211082,98.16439659811202
25.931309647020917,752.5899409355909,94.50862416377188,0.016210589765222938,98.19758740116973
25.806424993150785,751.4828307242728,94.44416741707509,0.014976090534727947,98.22088409355102
25.92257850479065,750.3387744591184,94.51415574124766,0.014220983026859965,98.27931525634298
26.500687422353295,749.4144825451461,94.4538367601881,0.012571721025599267,98.24001384739547
26.63676370638892,745.7826258847227,94.44109997653362,0.012348318513677969,98.23296576311157
26.78282418353115,745.776010514697,94.38426609229784,0.01205204870482155,98.25288247870257
26.389594191783367,743.2362265818897,94.36709529276573,0.012418999996069236,98.20570686253669
26.23800532286402,744.1103214600546,94.30892249024929,0.013337165855575967,98.26562705427246
26.063089591399027,746.196932059479,94.12929037561717,0.013386595434257857,98.27302826524433
25.997202425590338,745.6826459139552,94.17479158209602,0.013158420079831912,98.3393656325596
25.951385497629868,745.582167160405,94.13684847888871,0.014172545074418143,98.3359949537585
25.989513715069904,743.5821365572225,94.14086263992989,0.013024751313925366,98.34358835458167
25.77104934975898,746.4769577570837,94.09695891877439,0.013923599300891095,98.34428796707208
25.696991559500873,746.2143523990766,94.29852209026618,0.013464942275330804,98.32255086604007
25.56055398994134,744.8672951244247,94.17947095142141,0.014435972913340131,98.40766440052761
25.421630375528423,745.9807198139655,94.12157971336991,0.014243084883052546,98.49272067507228
25.262475211021798,744.796417843249,94.24766152161293,0.015334547360758797,98.46680343560298
25.450922318275243,744.9115987108233,94.33148316125661,0.015398981898245062,98.4389846957112
25.443527051436075,750.132273338089,94.35097479953082,0.014694462750410628,98.52844930674097
25.320005082952747,751.4787153171794,94.3883467153602,0.014691030111220875,98.48009086651498
25.4126147428779,748.7215090811304,94.46433501149201,0.014231475582303942,98.54738878980804
25.35900598407041,743.8415799685521,94.29413139889894,0.014104783796820859,98.5444732057748
25.25214560591909,740.3525110407911,94.17691794894733,0.015313908973504726,98.39207227644889
25.128316901631447,742.1473451110221,94.27025676598977,0.01679355724575649,98.52326742174404
24.995348370995814,740.5692362250863,94.14297939958341,0.01614692514727741,98.48035888985608
24.713920703923645,744.0204194623292,94.07545136408777,0.016471004453696578,98.53355225914542
24.760472780204616,744.7252146812818,93.99225311717863,0.01749627217970245,98.51449968384608
25.00277335888502,739.935631385443,93.85114033899951,0.0169741965952997,98.58203324926178
24.804533399160523,739.8311465154607,93.86388445566848,0.015731863876004608,98.59870063074769
24.72332731528194,742.9108645281486,93.84667518604547,0.015642734449363878,98.64532803931905
24.6544864497762,743.0107084689945,93.9222753955677,0.01640153248942007,98.70061175583771
24.56757259251886,742.1680529760721,93.93067874440088,0.01591014081739597,98.62848063132998
24.733345975181496,741.2960444224464,93.92834404399565,0.014882356478711351,98.66059262739434
24.81552793937213,740.8980257796751,94.1149135964066,0.013876672388911906,98.72247808101704
24.804914585574714,742.1497964552209,94.09075597450004,0.011547460231960205,98.62133227620855
25.165931278957878,740.249972761211,94.0466798618956,0.012470808088113588,98.6066165856727
25.068681623274095,739.6197634563783,94.02246245822255,0.012968780189788417,98.63072492078885
24.691732250064803,739.7341197068423,94.11178701692512,0.013117671473146957,98.71569057195704
24.477468790299014,739.9271495009608,94.23541890881545,0.0105147075384126,98.70183602842032
24.100739955038158,742.1291064105819,94.27504324196083,0.009112352955127152,98.71122966387826
24.19198225038194,742.3658906058819,94.19113311673696,0.006827567453024654,98.61854101868246
24.36244925369645,743.9095815034747,94.3362727368638,0.006897056186929825,98.64790783397696
24.53620338931377,749.8774999366475,94.42447372974053,0.008057012522535732,98.68379754563723
24.48201302322189,745.9358675638935,94.50931450268713,0.008537105453043287,98.74206619933277
24.611452012747854,746.4904005119461,94.52064951091833,0.009335865670137928,98.70815432084846
24.48402409255151,745.1018497339884,94.53492471929333,0.00873919914874305,98.68114698285927
24.53976316594961,743.9172092845068,94.60941271570361,0.00878662935591441,98.64406423932573
24.71839842242423,742.8949879792775,94.58941860227257,0.00826852452841227,98.67528445294698
24.68947414318324,742.0974956574833,94.61439483038251,0.008336315442663717,98.68052090443419
25.026084435070327,739.7723546272966,94.64603100327798,0.008659529808399177,98.74577401488011
24.894851947251727,736.4827201941298,94.62257231028404,0.00874930901992918,98.74296070303348
24.824934276433922,735.9796502819123,94.58116066107871,0.005327131581787016,98.81205832173575
24.67577633657618,737.9657563094913,94.6389296441103,0.005170882231798274,98.90957445989324
24.81414106665786,737.8575925074884,94.4611325419953,0.005707943625896106,98.88780898435041
24.421031282561223,736.5405112695795,94.37055045196013,0.004427367233898936,98.91011109040797
24.126586811490533,737.7107573127931,94.41542750154775,0.00671919771178748,98.97626458796945
24.279192830491805,737.4991279583802,94.18128978423304,0.006168893406504483,99.01173218095852
24.11192011268116,733.9623165418213,94.25857486063067,0.007159366269604085,98.9939193526406
23.769957966692427,736.1653786733457,94.34958462004774,0.006589605128530004,98.96042478119388
23.90348881968095,737.8553900508831,94.37910145512711,0.006596020043620845,99.01014563077784
23.97357301547619,734.3708118631505,94.42151833221493,0.008167892945542902,99.02510796817398
23.836487253567928,733.1892594148828,94.32384413398569,0.008953538874354842,99.07642826050875
23.926141243436682,730.4499632962965,94.43737292997173,0.00793304851276883,99.11633334762364
24.098936213699293,728.8193011439461,94.48406840864524,0.008216280833920307,99.18675130506938
23.995945623529607,728.5814634879515,94.55429315651587,0.006485118395636928,99.18280918609898
23.87303112563183,728.1698944400512,94.44161125159889,0.008157577012008158,99.13972361312005
24.017738183002216,727.6560781870245,94.39372024524602,0.009316112934100765,99.21683246402306
23.708673767463665,725.8167745513442,94.42048852831495,0.009090279726660598,99.1973910496323
23.817791996434483,724.9022592211516,94.51085287404165,0.008058944976089942,99.24680858136591
23.641248322569677,722.2926248780718,94.60241103622066,0.007640983513569903,99.25040835432759
23.82180399719385,722.4103510091018,94.60023531777988,0.009020739822735348,99.29791325445683
23.806212627343132,721.2383032178243,94.67552365160266,0.0071063004035874155,99.34275776177569
23.951436963244817,718.6062793367446,94.48544290707522,0.00869315580694796,99.30294823385017
23.816271175286673,717.0878468282507,94.35449232332135,0.00920036171417552,99.1969805322356
23.54452009514924,718.8491002876656,94.39750501372221,0.00941900533974097,99.21148717861455
23.4491026420475,717.9357582113595,94.4288362393633,0.01025978135128668,99.26346893534438
23.482389988513834,719.7799841811079,94.35472902829298,0.010593652482972435,99.28293030584459
23.665894702649418,723.1639072245102,94.31394528029182,0.009898385860738476,99.29765589735717
